StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6A1,Q6A3,Q6A3_1_TEXT,Q138,Q138_4_TEXT,Q6A2,Q41_1,Q41_2,Q78,Q78_9_TEXT,Q1F4,Q4A1,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q5A1,HH1,Q1A1,Q122,Q1A2,Q1A2_1_TEXT,Q1A3,Q1A3_3_TEXT,Q1A4a,Q1A4b,Q1A5a,Q1A5a_1_TEXT,Q1A5b,Q1A5b_1_TEXT,Q65,Q65_1_TEXT,Q1B6,Q80,Q80_1_TEXT,Q80_2_TEXT,Q4B1,Q4B1_1_TEXT,Q4D1,Q4D2,Q2,Q3,Q4,Q5,Q6E1a,Q6E1b,Q6E1c,Q6E1d,Q6E1e,Q6E1g,Q1E1,Q1E2a,Q1E2f,Q1C1a,Q131,Q2A1a,Q2A1b,Q2A2,Q2A3,Q2A5,Q2A6,Q5A2,Q141,Q5B1,Q5B2a,Q5B2a_101_TEXT,Q145,Q145_5_TEXT,Q5B3,Q5B3_101_TEXT,Q252,Q252_11_TEXT,Q249,Q250,Q251,Q251_10_TEXT,Q137,Q5B2a_6_TEXT - Actionability,Q5B2a_6_TEXT - Effort,Q5B2a_6_TEXT - Effort Numeric,Q5B2a_6_TEXT - Emotion Intensity,Q5B2a_6_TEXT - Emotion,Q5B2a_6_TEXT - Parent Topics,Q5B2a_6_TEXT - Sentiment Polarity,Q5B2a_6_TEXT - Sentiment Score,Q5B2a_6_TEXT - Sentiment,Q5B2a_6_TEXT - Topic Sentiment Label,Q5B2a_6_TEXT - Topic Sentiment Score,Q5B2a_6_TEXT - Topics,Q5B3_6_TEXT - Actionability,Q5B3_6_TEXT - Effort,Q5B3_6_TEXT - Effort Numeric,Q5B3_6_TEXT - Emotion Intensity,Q5B3_6_TEXT - Emotion,Q5B3_6_TEXT - Parent Topics,Q5B3_6_TEXT - Sentiment Polarity,Q5B3_6_TEXT - Sentiment Score,Q5B3_6_TEXT - Sentiment,Q5B3_6_TEXT - Topic Sentiment Label,Q5B3_6_TEXT - Topic Sentiment Score,Q5B3_6_TEXT - Topics,Q249 - Actionability,Q249 - Effort,Q249 - Effort Numeric,Q249 - Emotion Intensity,Q249 - Emotion,Q249 - Parent Topics,Q249 - Sentiment Polarity,Q249 - Sentiment Score,Q249 - Sentiment,Q249 - Topic Sentiment Label,Q249 - Topic Sentiment Score,Q249 - Topics,Q250 - Actionability,Q250 - Effort,Q250 - Effort Numeric,Q250 - Emotion Intensity,Q250 - Emotion,Q250 - Parent Topics,Q250 - Sentiment Polarity,Q250 - Sentiment Score,Q250 - Sentiment,Q250 - Topic Sentiment Label,Q250 - Topic Sentiment Score,Q250 - Topics,Q251_10_TEXT - Actionability,Q251_10_TEXT - Effort,Q251_10_TEXT - Effort Numeric,Q251_10_TEXT - Emotion Intensity,Q251_10_TEXT - Emotion,Q251_10_TEXT - Parent Topics,Q251_10_TEXT - Sentiment Polarity,Q251_10_TEXT - Sentiment Score,Q251_10_TEXT - Sentiment,Q251_10_TEXT - Topic Sentiment Label,Q251_10_TEXT - Topic Sentiment Score,Q251_10_TEXT - Topics,Q145_5_TEXT - Actionability,Q145_5_TEXT - Effort,Q145_5_TEXT - Effort Numeric,Q145_5_TEXT - Emotion Intensity,Q145_5_TEXT - Emotion,Q145_5_TEXT - Parent Topics,Q145_5_TEXT - Sentiment Polarity,Q145_5_TEXT - Sentiment Score,Q145_5_TEXT - Sentiment,Q145_5_TEXT - Topic Sentiment Label,Q145_5_TEXT - Topic Sentiment Score,Q145_5_TEXT - Topics,Q78_9_TEXT - Actionability,Q78_9_TEXT - Effort,Q78_9_TEXT - Effort Numeric,Q78_9_TEXT - Emotion Intensity,Q78_9_TEXT - Emotion,Q78_9_TEXT - Parent Topics,Q78_9_TEXT - Sentiment Polarity,Q78_9_TEXT - Sentiment Score,Q78_9_TEXT - Sentiment,Q78_9_TEXT - Topic Sentiment Label,Q78_9_TEXT - Topic Sentiment Score,Q78_9_TEXT - Topics,Q4B1_8_TEXT - Actionability,Q4B1_8_TEXT - Effort,Q4B1_8_TEXT - Effort Numeric,Q4B1_8_TEXT - Emotion Intensity,Q4B1_8_TEXT - Emotion,Q4B1_8_TEXT - Parent Topics,Q4B1_8_TEXT - Sentiment Polarity,Q4B1_8_TEXT - Sentiment Score,Q4B1_8_TEXT - Sentiment,Q4B1_8_TEXT - Topic Sentiment Label,Q4B1_8_TEXT - Topic Sentiment Score,Q4B1_8_TEXT - Topics,Q5B2a_6_TEXT - Topic Hierarchy Level 1,Q251_10_TEXT - Topic Hierarchy Level 1,Q249 - Topic Hierarchy Level 1,Q250 - Topic Hierarchy Level 1,Q4B1_8_TEXT - Topic Hierarchy Level 1,Q78_9_TEXT - Topic Hierarchy Level 1,Q5B3_6_TEXT - Topic Hierarchy Level 1,Q145_5_TEXT - Topic Hierarchy Level 1
11/18/24 11:10,11/18/24 11:20,IP Address,174.239.57.222,100,615,TRUE,11/18/24 11:20,R_3BopFqBJUp6P3CF,,,,,35.1212,-85.3034,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Never true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Good,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,No,2,No one in the household under age 18,1,Enter your age in years:,73,A woman,,No,White,Enter zip code (5 digit),37129,,,Enter county,Rutherford,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Lisa 6154105764,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,No,None,None,Never,Never,Prefer not to answer,No,No,Yes,No,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Not working/unemployed,Prefer not to answer,,Prefer not to answer,"Yes, living/staying here",No,Don't know,,No,No,I have not applied because I don't think I am eligible.,,,,,,None,,Ok,All okay.,None,,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:19,11/18/24 11:26,IP Address,104.28.33.132,100,417,TRUE,11/18/24 11:26,R_1M5nu0g3QyohrJx,,,,,36.1988,-86.7881,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Sometimes true,I feel uncomfortable asking for help.,,"Taxis or ride share services,Rely on friends or family transportation",Fair,Every month,Every month,Every month,Every month,Some months,Don't know,5,1,,Prefer not to answer,,A woman,,No,"White,Black or African American,Some other race or ethnicity",Enter zip code (5 digit),37208,,,Enter county,USA ,Prefer not to answer,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:22,11/18/24 11:26,IP Address,136.58.30.111,100,249,TRUE,11/18/24 11:26,R_7uQkX5KblOlt1ww,,,,,36.1671,-86.7861,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,8,,,No,Often true,Often true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home,The site does not have the type of groceries I want or need.",,Taxis or ride share services,Fair,Every month,Every month,Every month,Never,Never,Yes,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,49,A woman,,No,Black or African American,Enter zip code (5 digit),37208,,,Enter county,Davidson,College 4 years or more (College graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:49,11/18/24 11:33,IP Address,174.239.49.76,100,2624,TRUE,11/18/24 11:33,R_7Vrn1KUmJhRIY46,,,,,35.8906,-83.7246,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,7,,,Yes,Often true,Often true,"The locations are too far away from me or inconvenient for me to visit,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,Biking or walking,Fair,Every month,Some months,Every month,Every month,Never,No,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,47,A man,,No,Native Hawaiian or other Pacific Islander,Enter zip code (5 digit),37115,,,Enter county,USA,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:","Mark(Dove),(615)278-0403",,None,,No,Yes,None,None,Does not apply to me,Rarely,Yes,Yes,No,Yes,No,Yes,No,Not at all,Completely,Zero ,Not working/unemployed,Somewhere else,,Don't know,"No, living somewhere else ",No,No,,Yes,,,,,,Other,Unspecified complications within system ,"Transportation assistance (for example, bus vouchers or free rides)",,Unpredictable ,I don't know what to expect from day to day.,"Healthy and affordable food,Affordable health care,Better jobs that pay well and offer benefits,Reducing racism and discrimination,Convenient, reliable transportation,Something else",Understanding and respect that 'service animals' aren't novelty toys like 'regular pets'.,We are just trying to live an honorable life in the land of the lost ,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/24 11:32,11/11/24 11:38,IP Address,172.58.150.167,37,331,FALSE,11/18/24 11:38,R_3njUQaIjGzffIoY,,,,,,,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,Yes,Often true,Sometimes true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need",,A vehicle owned by you or a household member,Excellent,Every month,Every month,Every month,Every month,Every month,No,5,4,No one in the household over age 60,Enter your age in years:,35,A woman,,No,Black or African American,Enter zip code (5 digit),37115,,,Enter county,Davidson ,College 1 year to 3 years (Some college or technical school),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:37,11/18/24 11:45,IP Address,172.58.145.134,100,466,TRUE,11/18/24 11:45,R_35DrWIittslDvnH,,,,,36.0571,-86.6729,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,8,,,No,Often true,Often true,I do not face any challenges,,A vehicle owned by you or a household member,Fair,,,Every month,Every month,Never,No,1,No one in the household under age 18,1,Enter your age in years:,63,A man,,No,Black or African American,Enter zip code (5 digit),37013,,,I don't know my county,,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:38,11/18/24 11:48,IP Address,75.245.191.216,100,563,TRUE,11/18/24 11:48,R_5ilhaNjWTLLc9V7,,,,,36.2646,-86.702,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,The site does not have the type of groceries I want or need.,,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Every month,Every month,No,5,2,1,Enter your age in years:,54,A woman,,No,Prefer not to answer,Enter zip code (5 digit),37129,,,Enter county,Rutherford ,College 4 years or more (College graduate),"Yes, and my first name and phone number is:","Tan,6154784848",,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,Yes,None,2 to 3 times,Sometimes,Rarely,Yes,No,No,Yes,Yes,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,No,"Yes, living/staying here",No,Yes,,No,Yes,,,I did not complete my interview or submit my verification on time.,,,,"Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC",,Depressing,Often feel unmotivated and unloved ,"Healthy and affordable food,Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits",,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Sadness,,0,0,Neutral,,,Unknown,other,Neutral,0,Medium,Sadness,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:39,11/18/24 11:54,IP Address,172.58.151.43,100,885,TRUE,11/18/24 11:54,R_5RelAjDOAGA46LM,,,,,36.0571,-86.6729,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,"I do not know where to go to get free groceries.,Other",No ride ,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home,I feel uncomfortable asking for help.",,"Taxis or ride share services,Rely on friends or family transportation",Fair,1 or 2 times per year,Every month,Every month,Every month,Every month,Yes,5,2,No one in the household over age 60,Enter your age in years:,40,A woman,,No,Black or African American,Enter zip code (5 digit),37206,,,Enter county,Davidson ,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Demetria Spencer  6157554270,,High blood pressure / hypertension,,No,Don't know,None,2 to 3 times,Often,Often,Yes,Yes,No,Yes,No,No,Yes,Not at all,Completely,Zero ,Not working/unemployed,Somewhere else,,Don't know,"No, living somewhere else ",Yes,Yes,3 weeks,,,,,,,,,"Housing/utility assistance or referrals,Transportation assistance (for example, bus vouchers or free rides),Mental health assistance or referrals",,Iâ€™m goin through a eviction and worrying about where me n my children are going to stay along with me having a bad health like lupus n etc ,Health ,"Healthy and affordable food,Affordable housing in my community,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Just need help ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Fear,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:27,11/18/24 11:54,IP Address,68.32.243.31,100,1612,TRUE,11/18/24 11:54,R_6cttcS2OpHLYPLO,,,,,36.1988,-86.7881,anonymous,AR,I am 18 years or older and agree to begin the survey,Yes,Don't know,,,,No,Sometimes true,Never true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Fair,1 or 2 times per year,Some months,Every month,Every month,Never,Yes,8,4,2,Enter your age in years:,43,A woman,,No,Middle Eastern or North African,Enter zip code (5 digit),37211,,,Enter county,Davidson,Grades 1 through 8 (Elementary),"Yes, and my first name and phone number is:",Lina Alken,,None,,Yes,Don't know,None,None,Does not apply to me,Does not apply to me,No,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Don't know,Not working/unemployed,A place you rent,,Don't know,"Yes, living/staying here",No,No,2 weeks,,,,,,,,,None,,Good ,I donâ€™t know ,Affordable housing in my community,,No ,,,,,,,,,,,,,,,,,,,,,,,,,other,NA,,NA,NA,,0,1,Positive,,,Unknown,not meaningful message,NA,,NA,NA,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:37,11/18/24 11:56,IP Address,172.59.223.163,100,1106,TRUE,11/18/24 11:56,R_1loCekk313bDSyi,,,,,35.2296,-80.843,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,14,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home,Other",Saturday food banks would be helpful ,Rely on friends or family transportation,Fair,Every month,Every month,Every month,Every month,Never,No,8,2,1,Enter your age in years:,59,A woman,,No,Black or African American,Enter zip code (5 digit),37209,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,"Lisa, lisacrawford38128@yahoo.com","High blood pressure / hypertension,Heart disease / stroke,Other",Kidney disease ,No,Yes,None,None,Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,Not at all,Completely,"$2,000 â€“ $2,999",Retired,A place you rent,,Yes,"No, living somewhere else ",Yes,Yes,,No,Yes,,,My income or resources were too high.,,,,Housing/utility assistance or referrals,,In debt,My credit is horrible did to medical bills and fixed income,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Quality education and training",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-2,Very Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,suggestions,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
11/18/24 11:23,11/18/24 11:57,IP Address,174.238.163.33,100,2027,TRUE,11/18/24 11:57,R_7C8uqvcPcr2ziVP,,,,,35.8677,-86.4174,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,4,,,No,Often true,Sometimes true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Very good,Never,Never,Never,Never,Never,Yes,4,2,No one in the household over age 60,Enter your age in years:,43,A woman,,No,White,Enter zip code (5 digit),37189,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Chisa chisabrown81@gmail.com,High blood pressure / hypertension,,No,No,None,2 to 3 times,Never,Never,No,Yes,No,Yes,No,Yes,Yes,Don't know,Completely,"$1,000 â€“ $1,999",Working for pay part-time (less than 30 hours per week),A place you rent,,Yes,"Yes, living/staying here",No,No,3 weeks,,,,,,,,,"Nutrition education,Housing/utility assistance or referrals,Employment assistance (for example, job training or resume writing)",,Okay,Thatâ€™s it just okay ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Quality education and training,Affordable housing in my community",,Thank you for choosing me for this survey,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:28,11/18/24 12:02,IP Address,174.230.147.202,100,2025,TRUE,11/18/24 12:02,R_7aWZqVN98jD5aYn,,,,,35.1856,-90.0209,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,Yes,Often true,Sometimes true,Other,Groceries has gotten expensive ,A vehicle owned by you or a household member,Fair,Some months,Some months,Never,Some months,Some months,No,2,No one in the household under age 18,2,Enter your age in years:,62,A woman,,No,White,Enter zip code (5 digit),38221,,,Enter county,Benton ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Katherine 7314078741,,Other,"RA, Ebstein bar syndrome,  pericarditis ",No,No,None,None,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,No,Yes,Somewhat,Very well,"$3,000 â€“ $3,999",Retired,A place you own,,Yes,"Yes, living/staying here",No,No,,No,Yes,,,Other,Food stamp was too small to bother with,,,Housing/utility assistance or referrals,,Surviving ,We are just getting by,"Healthy and affordable food,Being able to save money and pass it on to my family,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,None,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
11/18/24 11:43,11/18/24 12:02,IP Address,174.235.48.191,100,1119,TRUE,11/18/24 12:02,R_739nb4gTXCEkFLH,,,,,34.0021,-81.0423,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,50,,,No,Never true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Fair,Never,Never,Never,Never,Never,Yes,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,65,A woman,,No,White,Enter zip code (5 digit),37051,,,Enter county,Montgomery ,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Sally 9312181836,,High blood pressure / hypertension,,No,Yes,None,None,Never,Never,No,No,No,Yes,Yes,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Retired,A place you own,,Yes,"Yes, living/staying here",No,No,Prefer not to answer,,,,,,,,,None,,Blessed ,I put my trust in the Lord to provide for me ,"Healthy and affordable food,Being able to save money and pass it on to my family",,,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,Low,Love,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:55,11/18/24 12:04,IP Address,172.225.20.227,100,529,TRUE,11/18/24 12:04,R_7wv07jmC89ab5Cx,,,,,36.1671,-86.7861,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,It takes too long to wait at the site for free groceries.,,A vehicle owned by you or a household member,Fair,Some months,Every month,Every month,Every month,Every month,No,4,2,No one in the household over age 60,Enter your age in years:,29,A woman,,No,White,Enter zip code (5 digit),37087,,,Enter county,Wilson,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Miya 9705712750,,None,,No,Yes,None,2 to 3 times,Sometimes,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,Not at all,Very well,"$4,000 or more","Working, but not for pay (taking care of children, volunteering)",A place you rent,,Yes,"Yes, living/staying here",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,Health care services or health screenings,,Stressful,Money is tight. We have to much debt,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Affordable housing in my community",,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 12:00,11/18/24 12:10,IP Address,141.126.36.224,100,609,TRUE,11/18/24 12:10,R_5Tuz4WXH2teH82d,,,,,36.213,-86.3011,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,4,,,Yes,Often true,Sometimes true,"It takes too long to wait at the site for free groceries.,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Good,1 or 2 times per year,1 or 2 times per year,1 or 2 times per year,Some months,Never,No,1,No one in the household under age 18,,Enter your age in years:,70,A woman,,No,White,Enter zip code (5 digit),37087,,,Enter county,Wilson,Grade 12 or GED (High school graduate),"Yes, and my first name and email address is:",,Jean 847-302-9296 ,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,No,None,None,Rarely,Never,Yes,Yes,Yes,No,No,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Retired,A place you rent,,Don't know,"Yes, living/staying here",No,Don't know,,Yes,,,,,,Don't know,,Housing/utility assistance or referrals,,Existing,Stress of finances doesn't allow me to live and enjoy life,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable housing in my community",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,Low,Joy,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:56,11/18/24 12:15,IP Address,172.58.146.9,100,1142,TRUE,11/18/24 12:15,R_1F585UEP3Y6CaCB,,,,,36.0711,-86.7196,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,3,,,No,Sometimes true,Sometimes true,"The site does not have the type of groceries I want or need.,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Fair,Never,Some months,Never,Never,Never,No,1,No one in the household under age 18,1,Enter your age in years:,77,A woman,,No,White,Enter zip code (5 digit),38472,,,Enter county,Giles,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Hellen  8633705327,,Diabetes / sugar diabetes / prediabetes,,No,No,None,None,Never,Never,Yes,No,No,Yes,No,No,No,Not at all,Very well,"$1,000 â€“ $1,999",Retired,Someone elseâ€™s place,Other,Don't know,"Yes, living/staying here",No,No,,No,No,I have not applied because it is too hard to apply.,,,,,,"Housing/utility assistance or referrals,Help signing up for food assistance programs like SNAP (food stamps) or WIC",,Surviveing,Living by myself in run down mobile home,Healthy and affordable food,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:42,11/18/24 12:22,IP Address,96.4.9.148,100,6010,TRUE,11/18/24 12:22,R_3BXh3AnTJARrWOV,,,,,36.0711,-86.7196,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,Yes,Sometimes true,Sometimes true,"The places where I can receive free groceries are not open during the times or days that I need,The locations are too far away from me or inconvenient for me to visit,The site does not have the type of groceries I want or need.,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Fair,Some months,Some months,Some months,Some months,Some months,Yes,4,3,No one in the household over age 60,Enter your age in years:,41,A woman,,No,Black or African American,Enter zip code (5 digit),37209,,,Enter county,Davidson,College 4 years or more (College graduate),"Yes, and my first name and phone number is:",Ashley (407) 219-6436,,None,,Yes,Yes,None,1 time,Sometimes,Often,Yes,No,No,Yes,Yes,Yes,No,Somewhat,Somewhat,"$3,000 â€“ $3,999",Working for pay full-time (more than 30 hours per week),A place you rent,,Yes,"No, living somewhere else ",No,No,3 weeks,,,,,,,,,"Nutrition education,Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Mental health assistance or referrals,Financial planning or budgeting assistance",,Hopefull,I have hope for the future. ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Reducing racism and discrimination",,Thank you for taking the time to care and ask these questions. It makes me feel appreciated. I also appreciate all that you do for the community again thank you.,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Joy,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
